Tiempo (sg),VolJet,CurrentJet (A),CapJet (Ah),VolMas,CurrentMas (A),CapMas (Ah),VolNav,CurrentNav (A),CapNav (Ah),VolGeo,CurrentGeo (A),CapGeo (Ah),VolSig,CurrentSig (A),CapSig (Ah)
1,7.88,0.899,0.0011,7.63,1.697,0.0007,7.71,1.098,0.0007,7.41,3.319,0.0014,7.67,2498.0,0.0012
2,7.88,0.899,0.0013,7.62,1.697,0.0011,7.72,1.098,0.001,7.42,3.319,0.0022,7.68,2498.0,0.0019
3,7.87,0.899,0.0015,7.62,1.697,0.0016,7.71,1.098,0.0013,7.43,3.319,0.0031,7.68,2498.0,0.0026
4,7.87,0.899,0.0018,7.62,1.697,0.002,7.72,1.098,0.0016,7.43,3.319,0.0039,7.69,2498.0,0.0034
5,7.87,0.899,0.0021,7.62,1.697,0.0026,7.72,1.098,0.0019,7.43,3.319,0.0051,7.69,2498.0,0.0041
6,7.87,0.899,0.0023,7.61,1.697,0.003,7.72,1.098,0.0022,7.42,3.319,0.0059,7.69,2498.0,0.0047
7,7.87,0.899,0.0025,7.61,1.697,0.0035,7.74,1.098,0.0025,7.41,3.319,0.0068,7.69,2498.0,0.0053
8,7.87,0.899,0.0028,7.61,1.697,0.0039,7.74,1.098,0.0029,7.41,3.319,0.0077,7.69,2498.0,0.0062
9,7.87,0.899,0.0031,7.61,1.697,0.0045,7.74,1.098,0.0032,7.42,3.319,0.0088,7.68,2498.0,0.0069
10,7.88,0.899,0.0033,7.61,1.697,0.0049,7.75,1.098,0.0034,7.42,3.319,0.0097,7.69,2498.0,0.0075
11,7.88,0.899,0.0036,7.61,1.697,0.0054,7.75,1.098,0.0037,7.43,3.319,0.0105,7.69,2498.0,0.0082
12,7.88,0.899,0.0038,7.61,1.697,0.0058,7.75,1.098,0.0041,7.44,3.319,0.0114,7.69,2498.0,0.0091
13,7.88,0.899,0.0041,7.61,1.697,0.0064,7.76,1.098,0.0044,7.44,3.319,0.0125,7.69,2498.0,0.0097
14,7.88,0.899,0.0043,7.6,1.697,0.0068,7.77,1.098,0.0047,7.44,3.319,0.0134,7.69,2498.0,0.0103
15,7.87,0.899,0.0046,7.6,1.697,0.0073,7.77,1.098,0.005,7.44,3.319,0.0143,7.69,2498.0,0.011
16,7.88,0.899,0.0048,7.6,1.697,0.0077,7.78,1.098,0.0053,7.44,3.319,0.0151,7.69,2498.0,0.0118
17,7.88,0.899,0.0051,7.6,1.697,0.0083,7.8,1.098,0.0056,7.44,3.319,0.0163,7.69,2498.0,0.0126
18,7.87,0.899,0.0053,7.6,1.697,0.0088,7.8,1.098,0.0059,7.43,3.319,0.0172,7.69,2499.0,0.0133
19,7.88,0.899,0.0056,7.6,1.697,0.0092,7.79,1.098,0.0062,7.43,3.319,0.018,7.69,2499.0,0.0139
20,7.88,0.899,0.0058,7.6,1.697,0.0096,7.8,1.098,0.0066,7.43,3.319,0.0189,7.69,2499.0,0.0145
21,7.88,0.899,0.0061,7.6,1.697,0.0102,7.8,1.098,0.0069,7.44,3.319,0.02,7.68,2499.0,0.0152
22,7.87,0.899,0.0063,7.6,1.697,0.0107,7.79,1.098,0.0072,7.45,3.319,0.0209,7.68,2499.0,0.016
23,7.86,0.899,0.0066,7.6,1.697,0.0111,7.79,1.098,0.0074,7.45,3.319,0.0217,7.68,2499.0,0.0167
24,7.86,0.899,0.0068,7.6,1.697,0.0115,7.78,1.098,0.0078,7.45,3.319,0.0226,7.68,2499.0,0.0173
25,7.86,0.899,0.0071,7.59,1.697,0.0121,7.78,1.098,0.0081,7.45,3.319,0.0238,7.67,2499.0,0.018
26,7.86,0.899,0.0074,7.59,1.697,0.0126,7.77,1.098,0.0084,7.45,3.319,0.0246,7.67,2499.0,0.0189
27,7.86,0.899,0.0076,7.59,1.697,0.013,7.77,1.098,0.0087,7.45,3.319,0.0255,7.68,2499.0,0.0195
28,7.86,0.899,0.0078,7.59,1.697,0.0135,7.77,1.098,0.0091,7.45,3.319,0.0264,7.68,2499.0,0.0202
29,7.86,0.899,0.0081,7.59,1.697,0.014,7.76,1.098,0.0093,7.45,3.319,0.0275,7.68,2499.0,0.0208
30,7.86,0.899,0.0084,7.59,1.697,0.0145,7.75,1.098,0.0096,7.45,3.319,0.0284,7.68,2499.0,0.0217
31,7.86,0.899,0.0086,7.59,1.697,0.0149,7.74,1.098,0.0099,7.45,3.319,0.0292,7.68,2499.0,0.0223
32,7.86,0.899,0.0088,7.59,1.697,0.0154,7.75,1.098,0.0103,7.45,3.319,0.0301,7.68,2499.0,0.023
33,7.86,0.899,0.0091,7.59,1.697,0.0159,7.76,1.098,0.0106,7.45,3.319,0.0312,7.68,2499.0,0.0236
34,7.86,0.899,0.0094,7.59,1.697,0.0164,7.75,1.098,0.0109,7.45,3.319,0.0321,7.68,2499.0,0.0245
35,7.85,0.899,0.0096,7.59,1.697,0.0168,7.75,1.098,0.0111,7.45,3.319,0.033,7.68,2499.0,0.0251
36,7.86,0.899,0.0098,7.59,1.697,0.0173,7.76,1.098,0.0115,7.44,3.319,0.0338,7.68,2499.0,0.0258
37,7.86,0.899,0.0102,7.59,1.697,0.0179,7.76,1.098,0.0118,7.45,3.319,0.035,7.68,2499.0,0.0264
38,7.85,0.899,0.0104,7.59,1.697,0.0183,7.76,1.098,0.0121,7.45,3.319,0.0358,7.68,2499.0,0.0273
39,7.86,0.899,0.0106,7.59,1.697,0.0187,7.77,1.098,0.0124,7.44,3.319,0.0367,7.68,2499.0,0.0279
40,7.86,0.899,0.0109,7.58,1.697,0.0192,7.76,1.098,0.0128,7.44,3.319,0.0375,7.68,2499.0,0.0286
41,7.86,0.899,0.0112,7.58,1.697,0.0198,7.77,1.098,0.0131,7.44,3.319,0.0387,7.68,2499.0,0.0293
42,7.87,0.899,0.0114,7.58,1.697,0.0202,7.78,1.098,0.0133,7.44,3.319,0.0396,7.68,2499.0,0.0301
43,7.87,0.899,0.0116,7.58,1.697,0.0207,7.77,1.098,0.0136,7.44,3.319,0.0404,7.68,2499.0,0.0308
44,7.87,0.899,0.0119,7.58,1.697,0.0211,7.78,1.098,0.014,7.44,3.319,0.0413,7.67,2499.0,0.0314
45,7.87,0.899,0.0121,7.58,1.697,0.0217,7.78,1.098,0.0143,7.44,3.319,0.0424,7.68,2499.0,0.0321
46,7.88,0.899,0.0124,7.58,1.697,0.0221,7.79,1.098,0.0146,7.44,3.319,0.0433,7.67,2499.0,0.0329
47,7.87,0.899,0.0126,7.58,1.697,0.0226,7.78,1.098,0.0148,7.44,3.319,0.0442,7.67,2499.0,0.0336
48,7.88,0.899,0.0129,7.58,1.697,0.023,7.78,1.098,0.0152,7.44,3.319,0.045,7.67,2499.0,0.0342
49,7.88,0.899,0.0132,7.58,1.697,0.0236,7.78,1.098,0.0155,7.44,3.319,0.0462,7.67,2499.0,0.0349
50,7.88,0.899,0.0134,7.58,1.697,0.024,7.78,1.098,0.0158,7.43,3.319,0.047,7.67,2499.0,0.0357
51,7.87,0.899,0.0137,7.58,1.697,0.0245,7.78,1.098,0.0161,7.43,3.319,0.0479,7.67,2499.0,0.0364
52,7.87,0.899,0.0139,7.58,1.697,0.0249,7.78,1.098,0.0165,7.43,3.319,0.0487,7.67,2499.0,0.037
53,7.88,0.899,0.0142,7.58,1.697,0.0255,7.78,1.098,0.0168,7.43,3.319,0.0499,7.67,2499.0,0.0377
54,7.87,0.899,0.0144,7.58,1.697,0.0259,7.77,1.098,0.017,7.43,3.319,0.0508,7.67,2499.0,0.0385
55,7.87,0.899,0.0147,7.58,1.697,0.0264,7.78,1.098,0.0173,7.43,3.319,0.0516,7.67,2499.0,0.0392
56,7.87,0.899,0.0149,7.58,1.697,0.0268,7.78,1.098,0.0177,7.43,3.319,0.0525,7.67,2499.0,0.0398
57,7.86,0.899,0.0152,7.57,1.697,0.0274,7.78,1.098,0.018,7.43,3.319,0.0536,7.67,2499.0,0.0405
58,7.86,0.899,0.0155,7.58,1.697,0.0278,7.81,1.098,0.0183,7.43,3.319,0.0545,7.67,2499.0,0.0414
59,7.86,0.899,0.0157,7.57,1.697,0.0283,7.84,1.098,0.0186,7.43,3.319,0.0554,7.67,2499.0,0.042
60,7.86,0.899,0.0159,7.57,1.697,0.0287,7.83,1.098,0.0189,7.43,3.319,0.0562,7.67,2499.0,0.0427
61,7.86,0.899,0.0162,7.57,1.697,0.0293,7.83,1.098,0.0192,7.42,3.319,0.0574,7.67,2499.0,0.0433
62,7.86,0.899,0.0165,7.57,1.697,0.0298,7.83,1.098,0.0195,7.42,3.319,0.0582,7.67,2499.0,0.0442
63,7.87,0.899,0.0167,7.57,1.697,0.0302,7.83,1.098,0.0198,7.42,3.319,0.0591,7.67,2499.0,0.0448
64,7.86,0.899,0.0169,7.57,1.697,0.0306,7.82,1.098,0.0202,7.42,3.319,0.0599,7.67,2499.0,0.0455
65,7.86,0.899,0.0172,7.57,1.697,0.0312,7.83,1.098,0.0205,7.42,3.319,0.0611,7.67,2499.0,0.0461
66,7.86,0.899,0.0175,7.57,1.697,0.0317,7.83,1.098,0.0207,7.42,3.319,0.062,7.66,2499.0,0.047
67,7.86,0.899,0.0177,7.57,1.697,0.0321,7.83,1.098,0.021,7.42,3.319,0.0628,7.66,2499.0,0.0476
68,7.87,0.899,0.0179,7.57,1.697,0.0325,7.83,1.098,0.0214,7.42,3.319,0.0637,7.66,2499.0,0.0483
69,7.87,0.899,0.0182,7.57,1.697,0.0331,7.83,1.098,0.0217,7.42,3.319,0.0648,7.66,2499.0,0.0489
70,7.87,0.899,0.0185,7.57,1.697,0.0336,7.83,1.098,0.022,7.42,3.319,0.0657,7.66,2499.0,0.0498
71,7.87,0.899,0.0187,7.57,1.697,0.034,7.83,1.098,0.0223,7.42,3.319,0.0666,7.67,2499.0,0.0504
72,7.87,0.899,0.019,7.57,1.697,0.0345,7.83,1.098,0.0226,7.42,3.319,0.0674,7.67,2499.0,0.0511
73,7.87,0.899,0.0193,7.57,1.697,0.035,7.83,1.098,0.0229,7.42,3.319,0.0686,7.66,2499.0,0.0517
74,7.86,0.899,0.0195,7.57,1.697,0.0355,7.82,1.098,0.0232,7.42,3.319,0.0694,7.66,2499.0,0.0526
75,7.86,0.899,0.0197,7.57,1.697,0.0359,7.83,1.098,0.0235,7.42,3.319,0.0703,7.67,2499.0,0.0533
76,7.86,0.899,0.02,7.57,1.697,0.0364,7.82,1.098,0.0239,7.42,3.319,0.0712,7.66,2499.0,0.0539
77,7.86,0.899,0.0203,7.57,1.697,0.0369,7.82,1.098,0.0242,7.42,3.319,0.0723,7.66,2499.0,0.0546
78,7.86,0.899,0.0205,7.57,1.697,0.0374,7.82,1.098,0.0244,7.42,3.319,0.0732,7.66,2499.0,0.0554
79,7.86,0.899,0.0207,7.57,1.697,0.0378,7.82,1.098,0.0247,7.42,3.319,0.074,7.66,2499.0,0.0561
80,7.87,0.899,0.021,7.57,1.697,0.0383,7.82,1.098,0.0251,7.42,3.319,0.0749,7.66,2499.0,0.0567
81,7.86,0.899,0.0213,7.57,1.697,0.0389,7.83,1.098,0.0254,7.42,3.319,0.076,7.66,2499.0,0.0574
82,7.86,0.899,0.0215,7.57,1.697,0.0393,7.82,1.098,0.0257,7.42,3.319,0.0769,7.66,2499.0,0.0582
83,7.87,0.899,0.0218,7.56,1.697,0.0397,7.83,1.098,0.026,7.42,3.319,0.0778,7.66,2499.0,0.0589
84,7.87,0.899,0.022,7.56,1.697,0.0402,7.82,1.098,0.0264,7.42,3.319,0.0786,7.65,2499.0,0.0595
85,7.87,0.899,0.0223,7.56,1.697,0.0408,7.82,1.098,0.0266,7.42,3.319,0.0798,7.66,2499.0,0.0602
86,7.87,0.899,0.0225,7.56,1.697,0.0412,7.82,1.098,0.0269,7.42,3.319,0.0806,7.66,2499.0,0.061
87,7.86,0.899,0.0228,7.56,1.697,0.0416,7.82,1.098,0.0272,7.42,3.319,0.0815,7.66,2499.0,0.0617
88,7.87,0.899,0.023,7.56,1.697,0.0421,7.82,1.098,0.0276,7.42,3.319,0.0824,7.65,2499.0,0.0623
89,7.86,0.899,0.0233,7.56,1.697,0.0427,7.82,1.098,0.0279,7.41,3.319,0.0835,7.65,2499.0,0.063
90,7.86,0.899,0.0235,7.56,1.697,0.0431,7.82,1.098,0.0282,7.41,3.319,0.0844,7.65,2499.0,0.0639
91,7.85,0.899,0.0238,7.56,1.697,0.0436,7.81,1.098,0.0284,7.41,3.319,0.0852,7.65,2499.0,0.0645
92,7.85,0.899,0.024,7.56,1.697,0.044,7.81,1.098,0.0288,7.41,3.319,0.0861,7.66,2499.0,0.0651
93,7.85,0.899,0.0243,7.56,1.697,0.0446,7.81,1.098,0.0291,7.41,3.319,0.0872,7.65,2499.0,0.0658
94,7.86,0.9,0.0246,7.56,1.697,0.045,7.81,1.098,0.0294,7.41,3.319,0.0881,7.65,2499.0,0.0667
95,7.85,0.899,0.0248,7.56,1.697,0.0455,7.81,1.098,0.0298,7.41,3.319,0.089,7.65,2499.0,0.0673
96,7.85,0.899,0.025,7.56,1.697,0.0459,7.81,1.098,0.0301,7.41,3.319,0.0898,7.65,2499.0,0.068
97,7.86,0.899,0.0253,7.56,1.697,0.0465,7.81,1.098,0.0303,7.41,3.319,0.091,7.65,2499.0,0.0686
98,7.85,0.899,0.0256,7.56,1.697,0.0469,7.8,1.098,0.0306,7.41,3.319,0.0918,7.65,2499.0,0.0695
99,7.85,0.899,0.0258,7.56,1.697,0.0474,7.8,1.098,0.0309,7.41,3.319,0.0927,7.65,2499.0,0.0701
100,7.85,0.899,0.026,7.56,1.697,0.0478,7.8,1.098,0.0313,7.41,3.319,0.0936,7.65,2499.0,0.0708
101,7.85,0.899,0.0263,7.56,1.697,0.0484,7.8,1.098,0.0316,7.41,3.319,0.0947,7.65,2499.0,0.0714
102,7.85,0.899,0.0266,7.56,1.697,0.0488,7.8,1.098,0.0319,7.41,3.319,0.0956,7.65,2499.0,0.0723
103,7.85,0.899,0.0268,7.56,1.697,0.0493,7.8,1.098,0.0321,7.42,3.319,0.0964,7.65,2499.0,0.0729
104,7.85,0.899,0.027,7.56,1.697,0.0497,7.8,1.098,0.0325,7.42,3.319,0.0973,7.65,2499.0,0.0736
105,7.84,0.899,0.0274,7.56,1.697,0.0503,7.8,1.098,0.0328,7.41,3.319,0.0984,7.65,2499.0,0.0742
106,7.84,0.899,0.0276,7.56,1.697,0.0508,7.8,1.098,0.0331,7.41,3.319,0.0993,7.65,2499.0,0.0751
107,7.84,0.899,0.0278,7.56,1.697,0.0512,7.8,1.098,0.0334,7.41,3.319,0.1002,7.65,2499.0,0.0757
108,7.84,0.899,0.0281,7.56,1.697,0.0516,7.8,1.098,0.0338,7.41,3.319,0.101,7.65,2499.0,0.0764
109,7.84,0.899,0.0284,7.56,1.697,0.0522,7.79,1.098,0.034,7.41,3.319,0.1022,7.65,2499.0,0.077
110,7.84,0.899,0.0286,7.56,1.697,0.0527,7.79,1.098,0.0343,7.41,3.319,0.103,7.65,2499.0,0.0779
111,7.84,0.899,0.0288,7.56,1.697,0.0531,7.79,1.098,0.0346,7.41,3.319,0.1039,7.65,2499.0,0.0786
112,7.84,0.899,0.0291,7.56,1.697,0.0536,7.79,1.098,0.035,7.41,3.319,0.1048,7.65,2499.0,0.0792
113,7.84,0.899,0.0294,7.56,1.697,0.0541,7.79,1.098,0.0353,7.41,3.319,0.1059,7.65,2499.0,0.0799
114,7.84,0.899,0.0296,7.56,1.697,0.0546,7.79,1.098,0.0356,7.41,3.319,0.1068,7.65,2499.0,0.0807
115,7.84,0.899,0.0298,7.55,1.697,0.055,7.79,1.098,0.0359,7.41,3.319,0.1076,7.65,2499.0,0.0814
116,7.85,0.899,0.0301,7.55,1.697,0.0555,7.79,1.098,0.0362,7.41,3.319,0.1085,7.65,2499.0,0.082
117,7.85,0.899,0.0304,7.55,1.697,0.056,7.8,1.098,0.0365,7.41,3.319,0.1096,7.65,2499.0,0.0827
118,7.84,0.899,0.0306,7.55,1.697,0.0565,7.79,1.098,0.0368,7.41,3.319,0.1105,7.65,2499.0,0.0836
119,7.84,0.899,0.0309,7.55,1.697,0.0569,7.79,1.098,0.0371,7.41,3.319,0.1114,7.65,2499.0,0.0842
120,7.84,0.899,0.0311,7.55,1.697,0.0574,7.79,1.098,0.0375,7.4,3.319,0.1122,7.65,2499.0,0.0848
121,7.84,0.899,0.0314,7.55,1.697,0.058,7.79,1.098,0.0378,7.41,3.319,0.1134,7.65,2499.0,0.0855
122,7.84,0.899,0.0316,7.55,1.697,0.0584,7.79,1.098,0.038,7.41,3.319,0.1143,7.65,2499.0,0.0864
123,7.84,0.899,0.0319,7.55,1.697,0.0588,7.79,1.098,0.0384,7.41,3.319,0.1151,7.65,2499.0,0.087
124,7.84,0.899,0.0321,7.55,1.697,0.0593,7.79,1.098,0.0387,7.41,3.319,0.116,7.65,2499.0,0.0876
125,7.85,0.899,0.0324,7.55,1.697,0.0599,7.79,1.098,0.0389,7.4,3.319,0.1171,7.64,2499.0,0.0883
126,7.85,0.899,0.0326,7.55,1.697,0.0603,7.79,1.098,0.0393,7.4,3.319,0.118,7.65,2499.0,0.0892
127,7.84,0.899,0.0329,7.55,1.697,0.0607,7.79,1.098,0.0396,7.4,3.319,0.1188,7.64,2499.0,0.0898
128,7.85,0.899,0.0331,7.55,1.697,0.0612,7.79,1.098,0.0399,7.4,3.319,0.1197,7.64,2499.0,0.0905
129,7.85,0.899,0.0334,7.55,1.697,0.0618,7.79,1.098,0.0402,7.4,3.319,0.1208,7.64,2499.0,0.0911
130,7.84,0.899,0.0337,7.55,1.697,0.0622,7.79,1.098,0.0406,7.39,3.319,0.1217,7.64,2499.0,0.092
131,7.85,0.899,0.0339,7.55,1.697,0.0627,7.79,1.098,0.0408,7.39,3.319,0.1226,7.64,2499.0,0.0926
132,7.85,0.899,0.0341,7.55,1.697,0.0631,7.79,1.098,0.0411,7.39,3.319,0.1234,7.64,2499.0,0.0933
133,7.85,0.899,0.0344,7.55,1.697,0.0637,7.79,1.098,0.0414,7.39,3.319,0.1246,7.64,2499.0,0.0939
134,7.85,0.899,0.0347,7.55,1.697,0.0641,7.79,1.098,0.0418,7.39,3.319,0.1254,7.64,2499.0,0.0948
135,7.84,0.899,0.0349,7.55,1.697,0.0646,7.79,1.098,0.0421,7.39,3.319,0.1264,7.64,2499.0,0.0954
136,7.84,0.899,0.0351,7.55,1.697,0.065,7.79,1.098,0.0424,7.39,3.319,0.1272,7.64,2499.0,0.0961
137,7.84,0.899,0.0354,7.55,1.697,0.0656,7.79,1.098,0.0426,7.39,3.319,0.1283,7.64,2499.0,0.0967
138,7.85,0.899,0.0357,7.55,1.697,0.066,7.8,1.098,0.043,7.39,3.319,0.1292,7.64,2499.0,0.0976
139,7.85,0.899,0.0359,7.55,1.697,0.0665,7.8,1.098,0.0433,7.39,3.319,0.13,7.64,2499.0,0.0982
140,7.85,0.899,0.0361,7.55,1.697,0.0669,7.8,1.098,0.0436,7.39,3.319,0.1309,7.64,2499.0,0.0989
141,7.85,0.899,0.0365,7.55,1.697,0.0675,7.8,1.098,0.044,7.39,3.319,0.132,7.64,2499.0,0.0996
142,7.85,0.899,0.0367,7.55,1.697,0.0679,7.8,1.098,0.0443,7.39,3.319,0.1329,7.64,2499.0,0.1004
143,7.85,0.899,0.0369,7.55,1.697,0.0684,7.8,1.098,0.0446,7.38,3.319,0.1338,7.64,2499.0,0.1011
144,7.85,0.899,0.0372,7.55,1.697,0.0688,7.8,1.098,0.0448,7.38,3.319,0.1347,7.64,2499.0,0.1017
145,7.86,0.899,0.0374,7.55,1.697,0.0694,7.8,1.098,0.0451,7.38,3.319,0.1358,7.64,2499.0,0.1023
146,7.85,0.899,0.0377,7.55,1.697,0.0699,7.8,1.098,0.0455,7.38,3.319,0.1366,7.64,2499.0,0.1032
147,7.86,0.899,0.0379,7.55,1.697,0.0703,7.8,1.098,0.0458,7.38,3.319,0.1375,7.64,2499.0,0.1039
148,7.85,0.899,0.0382,7.55,1.697,0.0707,7.8,1.098,0.0461,7.38,3.319,0.1384,7.64,2499.0,0.1045
149,7.85,0.899,0.0385,7.55,1.697,0.0713,7.8,1.098,0.0464,7.38,3.319,0.1395,7.63,2499.0,0.1052
150,7.85,0.899,0.0387,7.55,1.697,0.0718,7.8,1.098,0.0467,7.38,3.319,0.1404,7.63,2499.0,0.106
151,7.85,0.899,0.0389,7.55,1.697,0.0722,7.8,1.098,0.047,7.38,3.319,0.1412,7.63,2499.0,0.1067
152,7.85,0.899,0.0392,7.54,1.697,0.0726,7.79,1.098,0.0473,7.38,3.319,0.1421,7.63,2499.0,0.1073
153,7.85,0.899,0.0395,7.55,1.697,0.0732,7.79,1.098,0.0476,7.38,3.319,0.1433,7.63,2499.0,0.108
154,7.85,0.899,0.0397,7.54,1.697,0.0737,7.79,1.098,0.048,7.38,3.319,0.1441,7.63,2499.0,0.1088
155,7.85,0.899,0.04,7.54,1.697,0.0741,7.79,1.098,0.0483,7.38,3.319,0.145,7.63,2499.0,0.1095
156,7.85,0.899,0.0402,7.54,1.697,0.0746,7.79,1.098,0.0485,7.37,3.319,0.1458,7.63,2499.0,0.1101
157,7.85,0.899,0.0405,7.54,1.697,0.0751,7.79,1.098,0.0488,7.37,3.319,0.147,7.63,2499.0,0.1108
158,7.85,0.899,0.0407,7.54,1.697,0.0756,7.79,1.098,0.0492,7.36,3.319,0.1478,7.63,2499.0,0.1117
159,7.85,0.899,0.041,7.54,1.697,0.076,7.79,1.098,0.0495,7.36,3.319,0.1487,7.63,2499.0,0.1123
160,7.85,0.899,0.0412,7.54,1.697,0.0765,7.79,1.098,0.0498,7.36,3.319,0.1496,7.63,2499.0,0.1129
161,7.85,0.899,0.0415,7.54,1.697,0.0771,7.79,1.098,0.0502,7.36,3.319,0.1507,7.63,2499.0,0.1136
162,7.85,0.899,0.0417,7.54,1.697,0.0775,7.79,1.098,0.0505,7.36,3.319,0.1516,7.63,2499.0,0.1145
163,7.85,0.899,0.042,7.54,1.697,0.0779,7.79,1.098,0.0507,7.36,3.319,0.1524,7.63,2499.0,0.1151
164,7.85,0.899,0.0422,7.54,1.697,0.0784,7.79,1.098,0.051,7.36,3.319,0.1533,7.63,2499.0,0.1158
165,7.86,0.899,0.0425,7.54,1.697,0.079,7.79,1.098,0.0513,7.36,3.319,0.1545,7.63,2499.0,0.1164
166,7.86,0.899,0.0428,7.54,1.697,0.0794,7.79,1.098,0.0517,7.36,3.319,0.1553,7.63,2499.0,0.1173
167,7.86,0.899,0.043,7.54,1.697,0.0798,7.79,1.098,0.052,7.36,3.319,0.1562,7.63,2499.0,0.1179
168,7.86,0.899,0.0432,7.54,1.697,0.0803,7.79,1.098,0.0523,7.36,3.319,0.157,7.63,2499.0,0.1186
169,7.85,0.899,0.0435,7.54,1.697,0.0809,7.79,1.098,0.0525,7.36,3.319,0.1582,7.63,2499.0,0.1192
170,7.85,0.899,0.0438,7.54,1.697,0.0813,7.79,1.098,0.0529,7.36,3.319,0.159,7.63,2499.0,0.1201
171,7.86,0.899,0.044,7.54,1.697,0.0818,7.78,1.098,0.0532,7.36,3.319,0.1599,7.63,2499.0,0.1207
172,7.86,0.899,0.0442,7.54,1.697,0.0822,7.78,1.098,0.0535,7.36,3.319,0.1608,7.63,2499.0,0.1214
173,7.86,0.899,0.0446,7.54,1.697,0.0828,7.78,1.098,0.0538,7.36,3.319,0.1619,7.63,2499.0,0.122
174,7.86,0.899,0.0448,7.54,1.697,0.0832,7.78,1.098,0.0542,7.36,3.319,0.1628,7.62,2499.0,0.1229
175,7.86,0.899,0.045,7.54,1.697,0.0837,7.79,1.098,0.0544,7.36,3.319,0.1636,7.63,2499.0,0.1235
176,7.86,0.899,0.0453,7.54,1.697,0.0841,7.79,1.098,0.0547,7.36,3.319,0.1645,7.62,2499.0,0.1242
177,7.86,0.899,0.0456,7.54,1.697,0.0847,7.79,1.098,0.055,7.36,3.319,0.1657,7.62,2499.0,0.1248
178,7.86,0.899,0.0458,7.54,1.697,0.0851,7.79,1.098,0.0554,7.36,3.319,0.1665,7.62,2499.0,0.1257
179,7.86,0.899,0.046,7.54,1.697,0.0856,7.79,1.098,0.0557,7.36,3.319,0.1674,7.62,2499.0,0.1264
