Tiempo (sg),VolJet,CurrentJet (A),CapJet (Ah),VolMas,CurrentMas (A),CapMas (Ah),VolNav,CurrentNav (A),CapNav (Ah),VolGeo,CurrentGeo (A),CapGeo (Ah),VolSig,CurrentSig (A),CapSig (Ah)
180,7.86,0.899,0.0463,7.54,1.697,0.086,7.78,1.098,0.056,7.36,3.319,0.1682,7.62,2499.0,0.127
181,7.86,0.899,0.0466,7.54,1.697,0.0866,7.78,1.098,0.0563,7.36,3.319,0.1694,7.62,2499.0,0.1277
182,7.86,0.899,0.0468,7.54,1.697,0.087,7.78,1.098,0.0566,7.36,3.319,0.1702,7.62,2499.0,0.1285
183,7.86,0.899,0.047,7.54,1.697,0.0875,7.78,1.098,0.0569,7.36,3.319,0.1711,7.62,2499.0,0.1292
184,7.86,0.899,0.0473,7.54,1.697,0.0879,7.78,1.098,0.0572,7.36,3.319,0.172,7.62,2499.0,0.1298
185,7.86,0.899,0.0476,7.54,1.697,0.0885,7.79,1.098,0.0575,7.36,3.319,0.1731,7.62,2499.0,0.1305
186,7.86,0.899,0.0478,7.54,1.697,0.0889,7.79,1.098,0.0579,7.36,3.319,0.174,7.62,2499.0,0.1313
187,7.86,0.899,0.048,7.54,1.697,0.0894,7.78,1.098,0.0582,7.36,3.319,0.1749,7.62,2499.0,0.132
188,7.86,0.899,0.0483,7.54,1.697,0.0898,7.78,1.098,0.0584,7.36,3.319,0.1757,7.62,2499.0,0.1326
189,7.86,0.899,0.0486,7.54,1.697,0.0904,7.79,1.098,0.0587,7.36,3.319,0.1769,7.62,2499.0,0.1333
190,7.86,0.899,0.0488,7.53,1.697,0.0909,7.79,1.098,0.0591,7.36,3.319,0.1777,7.62,2499.0,0.1342
191,7.86,0.899,0.0491,7.54,1.697,0.0913,7.79,1.098,0.0594,7.36,3.319,0.1786,7.62,2499.0,0.1348
192,7.86,0.899,0.0493,7.54,1.697,0.0917,7.79,1.098,0.0597,7.36,3.319,0.1794,7.62,2499.0,0.1354
193,7.86,0.899,0.0496,7.53,1.697,0.0923,7.79,1.098,0.06,7.36,3.319,0.1806,7.62,2499.0,0.1361
194,7.87,0.899,0.0498,7.53,1.697,0.0928,7.78,1.098,0.0603,7.36,3.319,0.1814,7.61,2499.0,0.137
195,7.87,0.899,0.0501,7.53,1.697,0.0932,7.78,1.098,0.0606,7.36,3.319,0.1823,7.61,2499.0,0.1376
196,7.86,0.899,0.0503,7.53,1.697,0.0937,7.79,1.098,0.0609,7.36,3.319,0.1832,7.61,2499.0,0.1383
197,7.87,0.899,0.0506,7.53,1.697,0.0942,7.79,1.098,0.0612,7.36,3.319,0.1843,7.61,2499.0,0.1389
198,7.87,0.899,0.0509,7.53,1.697,0.0947,7.79,1.098,0.0616,7.36,3.319,0.1852,7.61,2499.0,0.1398
199,7.87,0.899,0.0511,7.53,1.697,0.0951,7.78,1.098,0.0619,7.36,3.319,0.186,7.61,2499.0,0.1404
200,7.87,0.899,0.0513,7.53,1.697,0.0956,7.79,1.098,0.0621,7.36,3.319,0.1869,7.61,2499.0,0.1411
201,7.86,0.899,0.0516,7.53,1.697,0.0961,7.78,1.098,0.0624,7.36,3.319,0.1881,7.61,2499.0,0.1417
202,7.86,0.899,0.0519,7.53,1.697,0.0966,7.78,1.098,0.0628,7.35,3.319,0.1889,7.61,2499.0,0.1426
203,7.87,0.899,0.0521,7.53,1.697,0.097,7.78,1.098,0.0631,7.35,3.319,0.1898,7.61,2499.0,0.1432
204,7.86,0.899,0.0523,7.53,1.697,0.0975,7.78,1.098,0.0634,7.35,3.319,0.1906,7.61,2499.0,0.1439
205,7.86,0.899,0.0526,7.53,1.697,0.0981,7.78,1.098,0.0637,7.35,3.319,0.1918,7.61,2499.0,0.1445
206,7.86,0.899,0.0529,7.53,1.697,0.0985,7.78,1.098,0.0641,7.35,3.319,0.1926,7.61,2499.0,0.1454
207,7.86,0.899,0.0531,7.53,1.697,0.0989,7.78,1.098,0.0643,7.35,3.319,0.1935,7.61,2499.0,0.146
208,7.86,0.899,0.0533,7.53,1.697,0.0994,7.78,1.098,0.0646,7.35,3.319,0.1944,7.61,2499.0,0.1467
209,7.86,0.899,0.0537,7.53,1.697,0.1,7.78,1.098,0.0649,7.35,3.319,0.1955,7.61,2499.0,0.1473
210,7.86,0.899,0.0539,7.53,1.697,0.1004,7.78,1.098,0.0653,7.35,3.319,0.1964,7.61,2499.0,0.1482
211,7.86,0.899,0.0541,7.53,1.697,0.1008,7.78,1.098,0.0656,7.35,3.319,0.1973,7.61,2499.0,0.1489
212,7.86,0.899,0.0544,7.53,1.697,0.1013,7.78,1.098,0.0659,7.35,3.319,0.1981,7.61,2499.0,0.1495
213,7.86,0.899,0.0547,7.53,1.697,0.1019,7.78,1.098,0.0661,7.35,3.319,0.1993,7.6,2499.0,0.1502
214,7.86,0.899,0.0549,7.53,1.697,0.1023,7.78,1.098,0.0665,7.35,3.319,0.2001,7.6,2499.0,0.151
215,7.86,0.899,0.0551,7.53,1.697,0.1028,7.78,1.098,0.0668,7.35,3.319,0.201,7.6,2499.0,0.1517
216,7.86,0.899,0.0554,7.53,1.697,0.1032,7.78,1.098,0.0671,7.35,3.319,0.2018,7.6,2499.0,0.1523
217,7.86,0.899,0.0557,7.53,1.697,0.1038,7.77,1.098,0.0674,7.35,3.319,0.203,7.6,2499.0,0.153
218,7.86,0.899,0.0559,7.53,1.697,0.1042,7.78,1.098,0.0678,7.35,3.319,0.2039,7.6,2499.0,0.1538
219,7.86,0.899,0.0561,7.53,1.697,0.1047,7.77,1.098,0.068,7.35,3.319,0.2047,7.6,2499.0,0.1545
220,7.85,0.899,0.0564,7.53,1.697,0.1051,7.77,1.098,0.0683,7.35,3.319,0.2056,7.6,2499.0,0.1551
221,7.86,0.899,0.0567,7.53,1.697,0.1057,7.77,1.098,0.0687,7.35,3.319,0.2067,7.6,2499.0,0.1558
222,7.86,0.899,0.0569,7.53,1.697,0.1061,7.77,1.098,0.069,7.35,3.319,0.2076,7.6,2499.0,0.1566
223,7.86,0.899,0.0572,7.53,1.697,0.1066,7.77,1.098,0.0693,7.35,3.319,0.2084,7.6,2499.0,0.1573
224,7.86,0.899,0.0574,7.53,1.697,0.107,7.77,1.098,0.0696,7.35,3.319,0.2093,7.6,2499.0,0.1579
225,7.85,0.899,0.0577,7.53,1.697,0.1076,7.77,1.098,0.0699,7.35,3.319,0.2105,7.6,2499.0,0.1586
226,7.85,0.899,0.0579,7.53,1.697,0.108,7.77,1.098,0.0702,7.35,3.319,0.2113,7.6,2499.0,0.1594
227,7.86,0.899,0.0582,7.53,1.697,0.1085,7.77,1.098,0.0705,7.35,3.319,0.2122,7.6,2499.0,0.1601
228,7.86,0.899,0.0584,7.53,1.697,0.1089,7.77,1.098,0.0708,7.35,3.319,0.213,7.6,2499.0,0.1608
229,7.86,0.899,0.0587,7.53,1.697,0.1095,7.77,1.098,0.0711,7.35,3.319,0.2142,7.6,2499.0,0.1614
230,7.86,0.899,0.0589,7.53,1.697,0.11,7.77,1.098,0.0715,7.35,3.319,0.2151,7.6,2499.0,0.1623
231,7.86,0.899,0.0592,7.53,1.697,0.1104,7.77,1.098,0.0718,7.34,3.319,0.2159,7.6,2499.0,0.1629
232,7.86,0.899,0.0594,7.53,1.697,0.1108,7.77,1.098,0.072,7.34,3.319,0.2168,7.6,2499.0,0.1636
233,7.86,0.899,0.0597,7.52,1.697,0.1114,7.77,1.098,0.0723,7.34,3.319,0.2179,7.6,2499.0,0.1642
234,7.86,0.899,0.06,7.53,1.697,0.1119,7.77,1.098,0.0727,7.34,3.319,0.2188,7.6,2499.0,0.1651
235,7.86,0.899,0.0602,7.53,1.697,0.1123,7.77,1.098,0.073,7.34,3.319,0.2197,7.6,2499.0,0.1657
236,7.85,0.899,0.0604,7.53,1.697,0.1127,7.77,1.098,0.0733,7.34,3.319,0.2205,7.6,2499.0,0.1664
237,7.85,0.899,0.0607,7.52,1.697,0.1133,7.77,1.098,0.0737,7.34,3.319,0.2217,7.6,2499.0,0.167
238,7.85,0.899,0.061,7.52,1.697,0.1138,7.77,1.098,0.0739,7.34,3.319,0.2225,7.6,2499.0,0.1679
239,7.85,0.899,0.0612,7.52,1.697,0.1142,7.77,1.098,0.0742,7.34,3.319,0.2234,7.6,2499.0,0.1685
240,7.85,0.899,0.0614,7.52,1.697,0.1146,7.77,1.098,0.0745,7.34,3.319,0.2242,7.6,2499.0,0.1692
241,7.85,0.899,0.0617,7.52,1.697,0.1152,7.77,1.098,0.0748,7.34,3.319,0.2254,7.6,2499.0,0.1699
242,7.85,0.899,0.062,7.52,1.697,0.1157,7.77,1.098,0.0752,7.34,3.319,0.2263,7.6,2499.0,0.1707
243,7.85,0.899,0.0622,7.52,1.697,0.1161,7.77,1.098,0.0755,7.34,3.319,0.2271,7.6,2499.0,0.1714
244,7.85,0.899,0.0624,7.52,1.697,0.1166,7.77,1.098,0.0758,7.34,3.319,0.228,7.6,2499.0,0.172
245,7.85,0.899,0.0627,7.52,1.697,0.1171,7.77,1.098,0.076,7.34,3.319,0.2291,7.6,2499.0,0.1726
246,7.85,0.899,0.063,7.52,1.697,0.1176,7.77,1.098,0.0764,7.34,3.319,0.23,7.59,2499.0,0.1735
247,7.85,0.899,0.0632,7.52,1.697,0.118,7.77,1.098,0.0767,7.34,3.319,0.2309,7.59,2499.0,0.1742
248,7.85,0.899,0.0635,7.52,1.697,0.1185,7.77,1.098,0.077,7.34,3.319,0.2317,7.59,2499.0,0.1748
249,7.85,0.899,0.0638,7.52,1.697,0.1191,7.77,1.098,0.0773,7.34,3.319,0.2329,7.59,2499.0,0.1755
250,7.85,0.899,0.064,7.52,1.697,0.1195,7.77,1.098,0.0777,7.34,3.319,0.2337,7.59,2499.0,0.1763
251,7.85,0.899,0.0642,7.52,1.697,0.1199,7.77,1.098,0.0779,7.34,3.319,0.2346,7.59,2499.0,0.177
252,7.85,0.899,0.0645,7.52,1.697,0.1204,7.77,1.098,0.0782,7.34,3.319,0.2355,7.59,2499.0,0.1776
253,7.85,0.899,0.0648,7.52,1.697,0.121,7.76,1.098,0.0785,7.33,3.319,0.2366,7.59,2499.0,0.1783
254,7.85,0.899,0.065,7.52,1.697,0.1214,7.76,1.098,0.0789,7.33,3.319,0.2375,7.59,2499.0,0.1791
255,7.85,0.899,0.0652,7.52,1.697,0.1219,7.76,1.098,0.0792,7.33,3.319,0.2383,7.59,2499.0,0.1798
256,7.85,0.899,0.0655,7.52,1.697,0.1223,7.76,1.098,0.0795,7.33,3.319,0.2392,7.59,2499.0,0.1804
257,7.85,0.899,0.0658,7.52,1.697,0.1229,7.76,1.098,0.0797,7.33,3.319,0.2403,7.59,2499.0,0.1811
258,7.85,0.899,0.066,7.52,1.697,0.1233,7.76,1.098,0.0801,7.33,3.319,0.2412,7.59,2499.0,0.1819
259,7.85,0.899,0.0663,7.52,1.697,0.1238,7.76,1.098,0.0804,7.33,3.319,0.2421,7.59,2499.0,0.1826
260,7.85,0.899,0.0665,7.52,1.697,0.1242,7.76,1.098,0.0807,7.33,3.319,0.2429,7.59,2499.0,0.1832
261,7.84,0.899,0.0668,7.52,1.697,0.1248,7.76,1.098,0.081,7.33,3.319,0.2441,7.59,2499.0,0.1839
262,7.84,0.899,0.067,7.52,1.697,0.1252,7.76,1.098,0.0814,7.33,3.319,0.2449,7.59,2499.0,0.1848
263,7.84,0.899,0.0673,7.52,1.697,0.1257,7.76,1.098,0.0817,7.33,3.319,0.2458,7.59,2499.0,0.1854
264,7.84,0.899,0.0675,7.52,1.697,0.1261,7.76,1.098,0.0819,7.33,3.319,0.2466,7.59,2499.0,0.1861
265,7.84,0.899,0.0678,7.52,1.697,0.1267,7.76,1.098,0.0822,7.33,3.319,0.2478,7.59,2499.0,0.1867
266,7.84,0.899,0.068,7.52,1.697,0.1271,7.76,1.098,0.0826,7.33,3.319,0.2487,7.59,2499.0,0.1876
267,7.84,0.899,0.0683,7.52,1.697,0.1276,7.76,1.098,0.0829,7.33,3.319,0.2495,7.59,2499.0,0.1882
268,7.84,0.899,0.0685,7.52,1.697,0.128,7.76,1.098,0.0832,7.33,3.319,0.2504,7.59,2499.0,0.1889
269,7.84,0.899,0.0688,7.52,1.697,0.1286,7.76,1.098,0.0835,7.33,3.319,0.2516,7.59,2499.0,0.1895
270,7.84,0.899,0.0691,7.52,1.697,0.129,7.76,1.098,0.0838,7.33,3.319,0.2524,7.59,2499.0,0.1904
271,7.84,0.899,0.0693,7.52,1.697,0.1295,7.76,1.098,0.0841,7.32,3.319,0.2533,7.59,2499.0,0.191
272,7.84,0.899,0.0695,7.52,1.697,0.1299,7.76,1.098,0.0844,7.32,3.319,0.2541,7.59,2499.0,0.1917
273,7.84,0.899,0.0698,7.52,1.697,0.1305,7.76,1.098,0.0847,7.32,3.319,0.2553,7.59,2499.0,0.1923
274,7.84,0.899,0.0701,7.52,1.697,0.131,7.76,1.098,0.0851,7.32,3.319,0.2561,7.59,2499.0,0.1932
275,7.83,0.899,0.0703,7.52,1.697,0.1314,7.76,1.098,0.0854,7.32,3.319,0.257,7.58,2499.0,0.1938
276,7.83,0.899,0.0705,7.52,1.697,0.1318,7.76,1.098,0.0856,7.32,3.319,0.2579,7.58,2499.0,0.1945
277,7.83,0.899,0.0708,7.52,1.697,0.1324,7.76,1.098,0.0859,7.32,3.319,0.259,7.58,2499.0,0.1951
278,7.83,0.899,0.0711,7.52,1.697,0.1329,7.76,1.098,0.0863,7.32,3.319,0.2599,7.58,2499.0,0.196
279,7.83,0.899,0.0713,7.52,1.697,0.1333,7.76,1.098,0.0866,7.32,3.319,0.2607,7.58,2499.0,0.1967
280,7.83,0.899,0.0716,7.52,1.697,0.1337,7.76,1.098,0.0869,7.32,3.319,0.2616,7.58,2499.0,0.1973
281,7.84,0.899,0.0719,7.51,1.697,0.1343,7.76,1.098,0.0872,7.32,3.319,0.2627,7.58,2499.0,0.198
282,7.83,0.899,0.0721,7.51,1.697,0.1348,7.76,1.098,0.0875,7.32,3.319,0.2636,7.58,2499.0,0.1988
283,7.83,0.899,0.0723,7.51,1.697,0.1352,7.76,1.098,0.0878,7.32,3.319,0.2645,7.58,2499.0,0.1995
284,7.83,0.899,0.0726,7.51,1.697,0.1357,7.76,1.098,0.0881,7.32,3.319,0.2653,7.58,2499.0,0.2001
285,7.83,0.899,0.0729,7.51,1.697,0.1362,7.76,1.098,0.0884,7.32,3.319,0.2665,7.58,2499.0,0.2008
286,7.83,0.899,0.0731,7.51,1.697,0.1367,7.76,1.098,0.0888,7.32,3.319,0.2673,7.58,2499.0,0.2016
287,7.83,0.899,0.0733,7.51,1.697,0.1371,7.76,1.098,0.0891,7.32,3.319,0.2682,7.58,2499.0,0.2023
288,7.83,0.899,0.0736,7.51,1.697,0.1376,7.76,1.098,0.0894,7.31,3.319,0.2691,7.58,2499.0,0.2029
289,7.83,0.899,0.0739,7.51,1.697,0.1382,7.76,1.098,0.0896,7.31,3.319,0.2702,7.58,2499.0,0.2036
290,7.83,0.899,0.0741,7.51,1.697,0.1386,7.76,1.098,0.09,7.31,3.319,0.2711,7.58,2499.0,0.2044
291,7.83,0.899,0.0743,7.51,1.697,0.139,7.76,1.098,0.0903,7.31,3.319,0.2719,7.58,2499.0,0.2051
292,7.83,0.899,0.0746,7.51,1.697,0.1395,7.76,1.098,0.0906,7.31,3.319,0.2728,7.58,2499.0,0.2057
293,7.84,0.899,0.0749,7.51,1.697,0.1401,7.76,1.098,0.0909,7.31,3.319,0.2739,7.58,2499.0,0.2064
294,7.84,0.899,0.0751,7.51,1.697,0.1405,7.76,1.098,0.0913,7.31,3.319,0.2748,7.58,2499.0,0.2073
295,7.84,0.899,0.0754,7.51,1.697,0.1409,7.76,1.098,0.0915,7.31,3.319,0.2757,7.58,2499.0,0.2079
296,7.84,0.899,0.0756,7.51,1.697,0.1414,7.76,1.098,0.0918,7.31,3.319,0.2765,7.58,2499.0,0.2086
297,7.84,0.899,0.0759,7.51,1.697,0.142,7.76,1.098,0.0921,7.31,3.319,0.2777,7.58,2499.0,0.2092
298,7.84,0.899,0.0761,7.51,1.697,0.1424,7.76,1.098,0.0925,7.31,3.319,0.2786,7.58,2499.0,0.2101
299,7.84,0.899,0.0764,7.51,1.697,0.1428,7.76,1.098,0.0928,7.31,3.319,0.2794,7.58,2499.0,0.2107
300,7.84,0.899,0.0766,7.51,1.697,0.1433,7.76,1.098,0.0931,7.31,3.319,0.2803,7.57,2499.0,0.2114
301,7.84,0.899,0.0769,7.51,1.697,0.1439,7.76,1.098,0.0933,7.31,3.319,0.2814,7.57,2499.0,0.212
302,7.84,0.899,0.0772,7.51,1.697,0.1443,7.76,1.098,0.0937,7.31,3.319,0.2823,7.57,2499.0,0.2129
303,7.84,0.899,0.0774,7.51,1.697,0.1448,7.76,1.098,0.094,7.31,3.319,0.2831,7.57,2499.0,0.2135
304,7.84,0.899,0.0776,7.51,1.697,0.1452,7.76,1.098,0.0943,7.31,3.319,0.284,7.57,2499.0,0.2142
305,7.84,0.899,0.0779,7.51,1.697,0.1458,7.76,1.098,0.0946,7.31,3.319,0.2852,7.57,2499.0,0.2148
306,7.84,0.899,0.0782,7.51,1.697,0.1462,7.76,1.098,0.095,7.31,3.319,0.286,7.57,2499.0,0.2157
307,7.84,0.899,0.0784,7.51,1.697,0.1467,7.76,1.098,0.0953,7.3,3.319,0.2869,7.57,2499.0,0.2163
308,7.84,0.899,0.0786,7.51,1.697,0.1471,7.76,1.098,0.0955,7.3,3.319,0.2877,7.57,2499.0,0.217
309,7.84,0.899,0.0789,7.51,1.697,0.1477,7.76,1.098,0.0958,7.3,3.319,0.2889,7.57,2499.0,0.2176
310,7.84,0.899,0.0792,7.51,1.697,0.1481,7.76,1.098,0.0962,7.3,3.319,0.2898,7.57,2499.0,0.2185
311,7.84,0.899,0.0794,7.51,1.697,0.1486,7.76,1.098,0.0965,7.3,3.319,0.2906,7.57,2499.0,0.2192
312,7.84,0.899,0.0796,7.51,1.697,0.149,7.76,1.098,0.0968,7.3,3.319,0.2915,7.57,2499.0,0.2198
313,7.84,0.899,0.08,7.51,1.697,0.1496,7.76,1.098,0.0971,7.3,3.319,0.2926,7.57,2499.0,0.2205
314,7.84,0.899,0.0802,7.51,1.697,0.15,7.77,1.098,0.0974,7.3,3.319,0.2935,7.57,2499.0,0.2213
315,7.84,0.899,0.0804,7.51,1.697,0.1505,7.77,1.098,0.0977,7.3,3.319,0.2943,7.57,2499.0,0.222
316,7.84,0.899,0.0807,7.51,1.697,0.1509,7.77,1.098,0.098,7.3,3.319,0.2952,7.57,2499.0,0.2226
317,7.85,0.899,0.081,7.51,1.697,0.1515,7.77,1.098,0.0983,7.3,3.319,0.2964,7.57,2499.0,0.2233
318,7.85,0.899,0.0812,7.51,1.697,0.152,7.77,1.098,0.0987,7.29,3.319,0.2972,7.57,2499.0,0.2241
319,7.85,0.899,0.0814,7.51,1.697,0.1524,7.77,1.098,0.099,7.29,3.319,0.2981,7.57,2499.0,0.2248
320,7.84,0.899,0.0817,7.51,1.697,0.1528,7.76,1.098,0.0992,7.29,3.319,0.299,7.57,2499.0,0.2254
321,7.84,0.899,0.082,7.51,1.697,0.1534,7.77,1.098,0.0995,7.29,3.319,0.3001,7.57,2499.0,0.2261
322,7.84,0.899,0.0822,7.51,1.697,0.1539,7.76,1.098,0.0999,7.29,3.319,0.301,7.57,2499.0,0.2269
323,7.84,0.899,0.0824,7.51,1.697,0.1543,7.76,1.098,0.1002,7.29,3.319,0.3018,7.57,2499.0,0.2276
324,7.84,0.899,0.0827,7.51,1.697,0.1547,7.76,1.098,0.1005,7.29,3.319,0.3027,7.56,2499.0,0.2283
325,7.84,0.899,0.083,7.5,1.697,0.1553,7.76,1.098,0.1008,7.29,3.319,0.3038,7.56,2499.0,0.2289
326,7.85,0.899,0.0832,7.5,1.697,0.1558,7.76,1.098,0.1012,7.29,3.319,0.3047,7.56,2499.0,0.2297
327,7.85,0.899,0.0835,7.5,1.697,0.1562,7.76,1.098,0.1014,7.29,3.319,0.3055,7.56,2499.0,0.2304
328,7.85,0.899,0.0837,7.5,1.697,0.1567,7.76,1.098,0.1017,7.29,3.319,0.3064,7.56,2499.0,0.231
329,7.85,0.899,0.084,7.5,1.697,0.1572,7.76,1.098,0.102,7.29,3.319,0.3076,7.56,2499.0,0.2317
330,7.84,0.899,0.0842,7.5,1.697,0.1577,7.76,1.098,0.1024,7.29,3.319,0.3084,7.56,2499.0,0.2326
331,7.84,0.899,0.0845,7.5,1.697,0.1581,7.76,1.098,0.1027,7.29,3.319,0.3093,7.56,2499.0,0.2332
332,7.84,0.899,0.0847,7.5,1.697,0.1586,7.76,1.098,0.103,7.29,3.319,0.3101,7.56,2499.0,0.2339
333,7.84,0.899,0.085,7.5,1.697,0.1592,7.77,1.098,0.1032,7.29,3.319,0.3113,7.56,2499.0,0.2345
334,7.85,0.899,0.0852,7.5,1.697,0.1596,7.76,1.098,0.1036,7.29,3.319,0.3122,7.56,2499.0,0.2354
335,7.85,0.899,0.0855,7.5,1.697,0.16,7.76,1.098,0.1039,7.28,3.319,0.3131,7.56,2499.0,0.236
336,7.85,0.899,0.0857,7.5,1.697,0.1605,7.77,1.098,0.1042,7.28,3.319,0.3139,7.56,2499.0,0.2367
337,7.85,0.899,0.086,7.5,1.697,0.1611,7.76,1.098,0.1045,7.28,3.319,0.315,7.56,2499.0,0.2373
338,7.85,0.899,0.0863,7.5,1.697,0.1615,7.76,1.098,0.1049,7.28,3.319,0.3159,7.56,2499.0,0.2382
339,7.85,0.899,0.0865,7.5,1.697,0.1619,7.76,1.098,0.1051,7.28,3.319,0.3168,7.56,2499.0,0.2388
340,7.85,0.899,0.0867,7.5,1.697,0.1624,7.76,1.098,0.1054,7.28,3.319,0.3176,7.56,2499.0,0.2395
341,7.85,0.899,0.087,7.5,1.697,0.163,7.76,1.098,0.1057,7.28,3.319,0.3188,7.56,2499.0,0.2402
342,7.85,0.899,0.0873,7.5,1.697,0.1634,7.76,1.098,0.1061,7.28,3.319,0.3196,7.56,2499.0,0.241
343,7.85,0.899,0.0875,7.5,1.697,0.1639,7.76,1.098,0.1064,7.28,3.319,0.3205,7.56,2499.0,0.2417
344,7.85,0.899,0.0877,7.5,1.697,0.1643,7.76,1.098,0.1067,7.28,3.319,0.3214,7.56,2499.0,0.2423
345,7.85,0.899,0.088,7.5,1.697,0.1649,7.76,1.098,0.107,7.27,3.319,0.3225,7.56,2499.0,0.2429
346,7.85,0.899,0.0883,7.5,1.697,0.1653,7.76,1.098,0.1073,7.27,3.319,0.3234,7.56,2499.0,0.2438
347,7.85,0.899,0.0885,7.5,1.697,0.1658,7.76,1.098,0.1076,7.27,3.319,0.3242,7.56,2499.0,0.2445
348,7.85,0.899,0.0887,7.5,1.697,0.1662,7.76,1.098,0.1079,7.27,3.319,0.3251,7.55,2499.0,0.2451
349,7.85,0.899,0.0891,7.5,1.697,0.1668,7.76,1.098,0.1082,7.27,3.319,0.3262,7.56,2499.0,0.2458
350,7.85,0.899,0.0893,7.5,1.697,0.1672,7.76,1.098,0.1086,7.27,3.319,0.3271,7.55,2499.0,0.2466
351,7.85,0.899,0.0895,7.5,1.697,0.1677,7.76,1.098,0.1088,7.26,3.319,0.328,7.55,2499.0,0.2473
352,7.85,0.899,0.0898,7.5,1.697,0.1681,7.76,1.098,0.1091,7.26,3.319,0.3288,7.55,2499.0,0.2479
353,7.85,0.899,0.0901,7.5,1.697,0.1687,7.76,1.098,0.1094,7.26,3.319,0.33,7.55,2499.0,0.2486
354,7.85,0.899,0.0903,7.5,1.697,0.1691,7.76,1.098,0.1098,7.26,3.319,0.3308,7.55,2499.0,0.2494
355,7.85,0.899,0.0905,7.5,1.697,0.1696,7.76,1.098,0.1101,7.26,3.319,0.3317,7.55,2499.0,0.2501
356,7.85,0.899,0.0908,7.5,1.697,0.17,7.76,1.098,0.1104,7.26,3.319,0.3326,7.55,2499.0,0.2507
357,7.85,0.899,0.0911,7.5,1.697,0.1706,7.76,1.098,0.1107,7.26,3.319,0.3337,7.55,2499.0,0.2514
358,7.85,0.899,0.0913,7.5,1.697,0.171,7.76,1.098,0.111,7.26,3.319,0.3346,7.55,2499.0,0.2522
359,7.85,0.899,0.0915,7.5,1.697,0.1715,7.76,1.098,0.1113,7.26,3.319,0.3354,7.55,2499.0,0.2529
